model,category,Platinum,Gold,Silver,Bronze,Catastrophic
Adult,HHS_HCC204,0.000,0.000,0.000,0.000,0.000
Adult,HHS_HCC205,0.000,0.000,0.000,0.000,0.000
Adult,HHS_HCC207,0.000,0.000,0.000,0.000,0.000
Adult,HHS_HCC208,0.000,0.000,0.000,0.000,0.000
Adult,HHS_HCC209,2.959,2.685,2.452,2.035,2.021
Adult,HHS_HCC210,0.925,0.787,0.614,0.411,0.403
Adult,HHS_HCC211,0.602,0.498,0.349,0.200,0.194
Adult,HHS_HCC212,0.045,0.011,0.000,0.000,0.000
Adult,HHS_HCC217,1.673,1.557,1.495,1.449,1.448
Adult,HHS_HCC218,24.045,23.796,23.670,23.616,23.615
Adult,HHS_HCC219,3.002,2.852,2.759,2.688,2.686
Adult,HHS_HCC223,19.211,19.023,18.906,18.816,18.812
Adult,HHS_HCC226,8.717,8.433,8.321,8.299,8.299
Adult,HHS_HCC228,4.629,4.430,4.311,4.209,4.206
Adult,HHS_HCC234,5.579,5.388,5.310,5.282,5.280
Adult,HHS_HCC251,19.317,19.299,19.253,19.203,19.204
Adult,HHS_HCC253,6.278,6.141,6.079,6.051,6.051
Adult,HHS_HCC254,1.275,1.144,1.078,1.030,1.028
Adult,G01,0.295,0.237,0.189,0.146,0.144
Adult,G02B,27.187,26.955,26.857,26.834,26.834
Adult,G04,2.273,2.113,2.012,1.922,1.919
Adult,G06A,12.434,12.293,12.226,12.181,12.177
Adult,G07A,2.115,2.003,1.925,1.852,1.849
Adult,G08,4.051,3.941,3.879,3.832,3.831
Adult,G09A,1.844,1.675,1.544,1.399,1.394
Adult,G09C,1.046,0.902,0.803,0.704,0.701
Adult,G10,9.999,9.801,9.692,9.611,9.609
Adult,G11,7.110,6.939,6.841,6.758,6.756
Adult,G12,1.561,1.445,1.353,1.252,1.248
Adult,G13,8.925,8.681,8.560,8.492,8.491
Adult,G14,19.352,19.182,19.086,19.034,19.039
Adult,G21,2.354,2.242,2.159,2.087,2.085
Adult,G15A,0.708,0.610,0.518,0.424,0.420
Adult,G16,0.754,0.654,0.624,0.599,0.588
Adult,G17A,0.735,0.627,0.487,0.297,0.289
Adult,G18A,4.112,3.743,3.511,3.184,3.177
Adult,G24,7.002,6.831,6.765,6.687,6.672
Adult,SEVERE_HCC_COUNT1,-6.481,-6.531,-6.579,-6.647,-6.649
Adult,SEVERE_HCC_COUNT2,-5.980,-6.064,-6.100,-6.138,-6.138
Adult,SEVERE_HCC_COUNT3,-4.874,-4.919,-4.880,-4.800,-4.797
Adult,SEVERE_HCC_COUNT4,-4.038,-4.010,-3.884,-3.675,-3.667
Adult,SEVERE_HCC_COUNT5,-3.255,-3.127,-2.917,-2.600,-2.589
Adult,SEVERE_HCC_COUNT6,-2.821,-2.566,-2.271,-1.865,-1.850
Adult,SEVERE_HCC_COUNT7,-2.043,-1.611,-1.209,-0.711,-0.695
Adult,SEVERE_HCC_COUNT8,-1.976,-1.496,-1.066,-0.544,-0.526
Adult,SEVERE_HCC_COUNT9,0.766,1.457,2.004,2.616,2.636
Adult,SEVERE_HCC_COUNT10PLUS,8.825,9.947,10.723,11.493,11.519
Adult,TRANSPLANT_HCC_COUNT4,4.029,3.981,3.935,3.854,3.847
Adult,TRANSPLANT_HCC_COUNT5,8.160,8.097,8.057,7.989,7.980
Adult,TRANSPLANT_HCC_COUNT6,15.312,15.232,15.196,15.140,15.128
Adult,TRANSPLANT_HCC_COUNT7,18.743,18.632,18.584,18.522,18.511
Adult,TRANSPLANT_HCC_COUNT8PLUS,36.031,36.054,36.081,36.066,36.056
Adult,HCC_ED1,10.880,9.150,8.099,7.149,7.117
Adult,HCC_ED2,5.224,4.342,3.782,3.305,3.288
Adult,HCC_ED3,3.367,2.788,2.400,2.080,2.070
Adult,HCC_ED4,2.219,1.818,1.536,1.309,1.301
Adult,HCC_ED5,1.636,1.339,1.121,0.944,0.938
Adult,HCC_ED6,1.088,0.869,0.701,0.561,0.556
Adult,RXC_01,5.647,5.055,4.669,4.306,4.296
Adult,RXC_02,8.662,8.116,7.936,7.952,7.956
Adult,RXC_03,0.091,0.083,0.075,0.058,0.035
Adult,RXC_04,1.008,1.204,1.125,1.295,1.411
Adult,RXC_05,1.467,1.314,1.155,0.930,0.920
Adult,RXC_06,1.429,1.215,1.022,0.841,0.834
Adult,RXC_07,0.789,0.673,0.549,0.375,0.369
Adult,RXC_08,16.266,15.334,14.880,14.547,14.531
Adult,RXC_09,12.396,11.784,11.558,11.525,11.527
Adult,RXC_10,15.054,14.632,14.479,14.440,14.440
Adult,RXC_01_x_HCC001,2.048,2.149,2.376,2.748,2.761
Adult,RXC_02_x_HCC037_1_036_035_2_035_1_034,-0.528,-0.451,-0.389,-0.324,-0.322
Adult,RXC_03_x_HCC142,0.000,0.000,0.000,0.000,0.000
Adult,RXC_04_x_HCC184_183_187_188,0.000,0.000,0.000,0.000,0.000
Adult,RXC_05_x_HCC048_041,-0.469,-0.365,-0.266,-0.146,-0.142
Adult,RXC_06_x_HCC018_019_020_021,0.434,0.492,0.567,0.578,0.580
Adult,RXC_07_x_HCC018_019_020_021,-0.295,-0.237,-0.189,-0.146,-0.144
Adult,RXC_08_x_HCC118,0.947,1.380,1.709,2.146,2.168
Adult,RXC_09_x_HCC056_057_and_048_041,0.287,0.347,0.387,0.425,0.426
Adult,RXC_09_x_HCC056,-1.073,-0.964,-0.876,-0.795,-0.792
Adult,RXC_09_x_HCC057,-0.467,-0.376,-0.280,-0.173,-0.168
Adult,RXC_09_x_HCC048_041,2.454,2.573,2.695,2.872,2.877
Adult,RXC_10_x_HCC159_158,41.353,41.406,41.472,41.618,41.623
Child,MAGE_LAST_2_4,0.288,0.195,0.146,0.109,0.108
Child,MAGE_LAST_5_9,0.213,0.132,0.093,0.069,0.068
Child,MAGE_LAST_10_14,0.236,0.156,0.115,0.092,0.091
Child,MAGE_LAST_15_20,0.271,0.186,0.135,0.101,0.100
Child,FAGE_LAST_2_4,0.233,0.151,0.113,0.088,0.087
Child,FAGE_LAST_5_9,0.160,0.087,0.056,0.037,0.036
Child,FAGE_LAST_10_14,0.227,0.149,0.110,0.087,0.086
Child,FAGE_LAST_15_20,0.314,0.210,0.145,0.099,0.097
Child,HHS_HCC001,4.490,3.999,3.762,3.617,3.615
Child,HHS_HCC002,14.897,14.669,14.536,14.439,14.437
Child,HHS_HCC003,13.638,13.470,13.360,13.293,13.291
Child,HHS_HCC004,11.963,11.850,11.768,11.643,11.642
Child,HHS_HCC006,17.169,17.088,16.997,16.907,16.904
Child,HHS_HCC008,33.749,33.464,33.322,33.262,33.261
Child,HHS_HCC009,9.374,9.094,8.929,8.808,8.804
Child,HHS_HCC010,7.293,7.065,6.911,6.777,6.772
Child,HHS_HCC011,4.615,4.450,4.331,4.221,4.217
Child,HHS_HCC012,4.615,4.450,4.331,4.221,4.217
Child,HHS_HCC013,1.171,1.037,0.925,0.806,0.802
Child,HHS_HCC018,11.106,11.020,10.974,10.939,10.937
Child,HHS_HCC019,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC020,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC021,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC023,19.295,19.163,19.078,19.037,19.035
Child,HHS_HCC026,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC027,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC028,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC029,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC030,5.553,5.285,5.146,5.079,5.078
Child,HHS_HCC034,11.106,11.020,10.974,10.939,10.937
Child,HHS_HCC035_1,9.767,9.619,9.551,9.525,9.524
Child,HHS_HCC035_2,9.286,9.131,9.047,8.983,8.980
Child,HHS_HCC036,4.128,3.990,3.907,3.848,3.849
Child,HHS_HCC037_1,1.186,1.046,0.961,0.917,0.917
Child,HHS_HCC037_2,0.197,0.169,0.142,0.111,0.110
Child,HHS_HCC041,13.858,13.756,13.667,13.582,13.579
Child,HHS_HCC042,17.886,17.459,17.325,17.276,17.275
Child,HHS_HCC045,4.767,4.582,4.446,4.332,4.329
Child,HHS_HCC046,11.778,11.601,11.522,11.476,11.476
Child,HHS_HCC047,5.360,5.102,4.953,4.826,4.823
Child,HHS_HCC048,9.915,9.478,9.266,9.139,9.135
Child,HHS_HCC054,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC055,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC056,4.733,4.456,4.296,4.195,4.192
Child,HHS_HCC057,0.746,0.619,0.500,0.376,0.372
Child,HHS_HCC061,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC062,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC063,1.174,1.006,0.881,0.756,0.752
Child,HHS_HCC066,67.994,67.478,67.248,67.166,67.164
Child,HHS_HCC067,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC068,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC069,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC070,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC071,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC073,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC074,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC075,4.218,4.082,3.982,3.897,3.894
Child,HHS_HCC081,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC082,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC083,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC084,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC087_1,3.991,3.694,3.511,3.350,3.346
Child,HHS_HCC087_2,3.395,3.122,2.941,2.760,2.755
Child,HHS_HCC088,2.638,2.413,2.243,2.082,2.077
Child,HHS_HCC090,0.378,0.270,0.155,0.042,0.038
Child,HHS_HCC094,2.453,2.277,2.147,2.034,2.030
Child,HHS_HCC096,11.637,11.535,11.450,11.378,11.376
Child,HHS_HCC097,0.982,0.842,0.742,0.642,0.638
Child,HHS_HCC102,2.638,2.413,2.243,2.082,2.077
Child,HHS_HCC103,0.404,0.314,0.222,0.146,0.144
Child,HHS_HCC106,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC107,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC108,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC109,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC110,4.782,4.560,4.404,4.246,4.240
Child,HHS_HCC111,50.056,49.780,49.630,49.543,49.540
Child,HHS_HCC112,0.913,0.651,0.525,0.440,0.439
Child,HHS_HCC113,0.274,0.128,0.061,0.017,0.015
Child,HHS_HCC114,1.770,1.630,1.533,1.437,1.434
Child,HHS_HCC115,11.126,10.941,10.858,10.829,10.829
Child,HHS_HCC117,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC118,9.870,9.439,9.256,9.199,9.200
Child,HHS_HCC119,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC120,1.667,1.509,1.368,1.223,1.218
Child,HHS_HCC121,11.086,11.068,11.036,11.016,11.015
Child,HHS_HCC122,10.655,10.694,10.708,10.737,10.737
Child,HHS_HCC123,4.295,4.102,3.955,3.821,3.816
Child,HHS_HCC125,27.170,26.905,26.769,26.706,26.705
Child,HHS_HCC126,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC127,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC128,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC129,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC130,4.738,4.612,4.524,4.454,4.452
Child,HHS_HCC131,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC132,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC135,16.465,16.330,16.226,16.134,16.130
Child,HHS_HCC137,4.201,4.021,3.874,3.748,3.744
Child,HHS_HCC138,1.119,1.001,0.878,0.777,0.774
Child,HHS_HCC139,0.691,0.583,0.488,0.415,0.413
Child,HHS_HCC142,3.278,3.106,2.985,2.886,2.883
Child,HHS_HCC145,12.842,12.667,12.542,12.440,12.435
Child,HHS_HCC146,1.680,1.505,1.397,1.293,1.290
Child,HHS_HCC149,1.745,1.547,1.416,1.288,1.283
Child,HHS_HCC150,5.876,5.734,5.649,5.574,5.571
Child,HHS_HCC151,3.202,3.050,2.948,2.842,2.838
Child,HHS_HCC153,10.987,10.723,10.584,10.490,10.488
Child,HHS_HCC154,7.360,7.213,7.130,7.077,7.077
Child,HHS_HCC156,19.940,19.772,19.662,19.581,19.579
Child,HHS_HCC158,13.858,13.756,13.667,13.582,13.579
Child,HHS_HCC159,46.375,45.821,45.593,45.555,45.556
Child,HHS_HCC160,1.807,1.629,1.497,1.375,1.372
Child,HHS_HCC161_1,1.269,1.080,0.919,0.762,0.757
Child,HHS_HCC161_2,0.347,0.258,0.172,0.104,0.102
Child,HHS_HCC162,1.474,1.310,1.170,1.039,1.035
Child,HHS_HCC163,10.655,10.694,10.708,10.737,10.737
Child,HHS_HCC183,11.106,11.020,10.974,10.939,10.937
Child,HHS_HCC184,37.125,36.898,36.806,36.786,36.783
Child,HHS_HCC187,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC188,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC203,1.605,1.396,1.203,1.035,1.028
Child,HHS_HCC204,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC205,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC207,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC208,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC209,2.619,2.338,2.064,1.572,1.553
Child,HHS_HCC210,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC211,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC212,0.365,0.249,0.135,0.060,0.057
Child,HHS_HCC217,2.144,2.023,1.933,1.863,1.861
Child,HHS_HCC218,22.431,22.185,22.041,21.957,21.952
Child,HHS_HCC219,2.195,2.007,1.877,1.757,1.753
Child,HHS_HCC223,22.431,22.185,22.041,21.957,21.952
Child,HHS_HCC226,4.771,4.510,4.344,4.242,4.239
Child,HHS_HCC228,4.693,4.459,4.289,4.124,4.119
Child,HHS_HCC234,0.000,0.000,0.000,0.000,0.000
Child,HHS_HCC251,13.858,13.756,13.667,13.582,13.579
Child,HHS_HCC253,6.435,6.241,6.156,6.110,6.110
Child,HHS_HCC254,0.000,0.000,0.000,0.000,0.000
Child,G01,2.624,2.312,2.075,1.754,1.745
Child,G02B,39.965,39.679,39.551,39.501,39.500
Child,G02D,4.830,4.698,4.609,4.541,4.538
Child,G03,3.684,3.449,3.308,3.207,3.204
Child,G04,1.389,1.262,1.168,1.085,1.082
Child,G06A,13.130,12.957,12.863,12.801,12.800
Child,G07A,3.851,3.643,3.511,3.411,3.408
Child,G08,4.918,4.760,4.660,4.582,4.580
Child,G09A,2.517,2.331,2.202,2.065,2.061
Child,G09C,1.203,1.031,0.894,0.740,0.734
Child,G10,11.137,10.900,10.779,10.704,10.702
Child,G11,11.047,10.807,10.695,10.627,10.625
Child,G12,6.190,6.018,5.902,5.793,5.790
Child,G13,16.066,15.761,15.608,15.522,15.520
Child,G14,13.858,13.756,13.667,13.582,13.579
Child,G23,1.087,1.045,1.017,0.993,0.993
Child,G16,0.266,0.200,0.150,0.093,0.091
Child,G17A,0.597,0.466,0.325,0.183,0.178
Child,G18A,3.535,3.159,2.880,2.439,2.424
Child,G19B,0.553,0.406,0.236,0.129,0.125
Child,G22,3.506,3.260,3.106,2.949,2.943
Child,SEVERE_HCC_COUNT1,-10.655,-10.694,-10.708,-10.737,-10.737
Child,SEVERE_HCC_COUNT2,-10.570,-10.647,-10.680,-10.723,-10.724
Child,SEVERE_HCC_COUNT3,-8.365,-8.447,-8.418,-8.359,-8.355
Child,SEVERE_HCC_COUNT4,-7.724,-7.718,-7.590,-7.404,-7.396
Child,SEVERE_HCC_COUNT5,-4.948,-4.829,-4.600,-4.291,-4.279
Child,SEVERE_HCC_COUNT6_7,-0.619,-0.297,0.075,0.521,0.537
Child,SEVERE_HCC_COUNT8PLUS,20.186,21.065,21.786,22.505,22.529
Child,TRANSPLANT_HCC_COUNT4PLUS,16.793,16.848,16.877,16.897,16.899
Infant,Extremely_Immature_x_Severity5,225.754,224.102,223.390,223.190,223.189
Infant,Extremely_Immature_x_Severity4,162.909,161.046,160.171,159.788,159.782
Infant,Extremely_Immature_x_Severity3,36.950,35.414,34.671,34.338,34.330
Infant,Extremely_Immature_x_Severity2,36.950,35.414,34.671,34.338,34.330
Infant,Extremely_Immature_x_Severity1,36.950,35.414,34.671,34.338,34.330
Infant,Immature_x_Severity5,127.417,125.708,124.964,124.729,124.726
Infant,Immature_x_Severity4,75.684,73.973,73.203,72.924,72.919
Infant,Immature_x_Severity3,36.950,35.414,34.671,34.338,34.330
Infant,Immature_x_Severity2,36.950,35.414,34.671,34.338,34.330
Infant,Immature_x_Severity1,28.369,26.894,26.146,25.745,25.734
Infant,Premature_Multiples_x_Severity5,115.509,114.050,113.404,113.199,113.198
Infant,Premature_Multiples_x_Severity4,32.082,30.557,29.821,29.460,29.453
Infant,Premature_Multiples_x_Severity3,15.009,13.884,13.202,12.641,12.623
Infant,Premature_Multiples_x_Severity2,8.402,7.557,6.909,6.201,6.175
Infant,Premature_Multiples_x_Severity1,6.306,5.569,4.951,4.366,4.346
Infant,Term_x_Severity5,86.920,85.564,84.906,84.586,84.580
Infant,Term_x_Severity4,17.039,15.909,15.237,14.692,14.677
Infant,Term_x_Severity3,6.250,5.550,4.948,4.333,4.311
Infant,Term_x_Severity2,3.964,3.368,2.784,2.177,2.155
Infant,Term_x_Severity1,2.042,1.592,1.108,0.790,0.781
Infant,Age1_x_Severity5,70.542,69.775,69.404,69.235,69.232
Infant,Age1_x_Severity4,13.870,13.286,12.950,12.711,12.704
Infant,Age1_x_Severity3,3.079,2.756,2.528,2.344,2.337
Infant,Age1_x_Severity2,2.039,1.758,1.531,1.324,1.317
Infant,Age1_x_Severity1,0.611,0.499,0.443,0.406,0.405
Infant,Age0_Male,0.634,0.590,0.557,0.494,0.491
Infant,Age1_Male,0.103,0.086,0.069,0.049,0.048
